[2026-03-12 14:23:11,656] 15 root - INFO - Initiating data ingestion
[2026-03-12 14:23:35,695] 62 root - INFO - Performed train test split on the data
[2026-03-12 14:23:35,695] 63 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[2026-03-12 14:23:35,697] 69 root - INFO - Saving the train and test data in the ingested directory
[2026-03-12 14:23:35,764] 75 root - INFO - Saved the train and test data in the ingested directory
[2026-03-12 14:23:35,764] 17 root - INFO - Data ingestion completed
[2026-03-12 14:23:35,764] 20 root - INFO - Initiating data validation
[2026-03-12 14:23:36,085] 25 root - INFO - Data validation completed
[2026-03-12 14:23:36,085] 28 root - INFO - Initiating data transformation
[2026-03-12 14:23:36,085] 52 root - INFO - Initiating data transformation
[2026-03-12 14:23:36,085] 54 root - INFO - Reading validated train and test data
[2026-03-12 14:23:36,112] 39 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[2026-03-12 14:23:36,112] 42 root - INFO - initialized knn imputer
