[2026-03-18 14:32:56,769] 16 root - INFO - Initiating data ingestion
[2026-03-18 14:33:31,273] 62 root - INFO - Performed train test split on the data
[2026-03-18 14:33:31,274] 63 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[2026-03-18 14:33:31,274] 69 root - INFO - Saving the train and test data in the ingested directory
[2026-03-18 14:33:31,430] 75 root - INFO - Saved the train and test data in the ingested directory
[2026-03-18 14:33:31,431] 18 root - INFO - Data ingestion completed
[2026-03-18 14:33:31,431] 21 root - INFO - Initiating data validation
[2026-03-18 14:33:31,880] 26 root - INFO - Data validation completed
[2026-03-18 14:33:31,880] 29 root - INFO - Initiating data transformation
[2026-03-18 14:33:31,880] 52 root - INFO - Initiating data transformation
[2026-03-18 14:33:31,880] 54 root - INFO - Reading validated train and test data
[2026-03-18 14:33:31,925] 39 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[2026-03-18 14:33:31,925] 42 root - INFO - initialized knn imputer
[2026-03-18 14:33:31,958] 50 root - INFO - Object saved to file: Artifact/2026_03_18_14_32_55/data_transformation/transformed_object/preprocessing.pkl
[2026-03-18 14:33:31,958] 33 root - INFO - Data transformation completed
[2026-03-18 14:33:31,958] 35 root - INFO - Initiating model training
