[2026-03-17 16:20:38,395] 16 root - INFO - Initiating data ingestion
[2026-03-17 16:22:10,004] 62 root - INFO - Performed train test split on the data
[2026-03-17 16:22:10,004] 63 root - INFO - Exited split_data_as_train_test method of DataIngestion class
[2026-03-17 16:22:10,004] 69 root - INFO - Saving the train and test data in the ingested directory
[2026-03-17 16:22:10,070] 75 root - INFO - Saved the train and test data in the ingested directory
[2026-03-17 16:22:10,070] 18 root - INFO - Data ingestion completed
[2026-03-17 16:22:10,070] 21 root - INFO - Initiating data validation
[2026-03-17 16:22:10,295] 26 root - INFO - Data validation completed
[2026-03-17 16:22:10,295] 29 root - INFO - Initiating data transformation
[2026-03-17 16:22:10,295] 52 root - INFO - Initiating data transformation
[2026-03-17 16:22:10,295] 54 root - INFO - Reading validated train and test data
[2026-03-17 16:22:10,314] 39 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[2026-03-17 16:22:10,314] 42 root - INFO - initialized knn imputer
[2026-03-17 16:22:10,325] 50 root - INFO - Object saved to file: Artifact/2026_03_17_16_20_36/data_transformation/transformed_object/preprocessing.pkl
[2026-03-17 16:22:10,325] 33 root - INFO - Data transformation completed
[2026-03-17 16:22:10,325] 35 root - INFO - Initiating model training
